word,meaning,hint,partOfSpeech,scoreTier,difficulty,priority,tags
propose,"提案する,申し出る",「propose」：TOEIC文書での用法を確認,verb,500,2,4,general
technological,科学技術の(に関する),「technological」：文中での品詞を意識する,adjective,500,3,4,general
unnecessary,"必要のない,無用の,よけいな",「unnecessary」：前後の語との組合せを覚える,adjective,500,3,4,general
multinational,多国籍企業(多数の国に系列会社を持つ巨大企業)・多国籍の,「multinational」：前後の語との組合せを覚える,adjective,500,3,4,general
applicable,適用(応用)できる,「applicable」：TOEIC文書での用法を確認,adjective,500,2,4,general
unclear,はっきりしない,「unclear」：文中での品詞を意識する,adjective,500,2,4,general
separate,"分離する,引き分ける",「separate」：文中での品詞を意識する,"verb, adjective",500,2,4,general
culinary,台所の,「culinary」：文中での品詞を意識する,adjective,500,2,4,general
central,"中心の,中央の,中心からの",「central」：前後の語との組合せを覚える,adjective,500,2,4,general
elegant,"優雅な,上品な",「elegant」：前後の語との組合せを覚える,adjective,500,2,4,general
excessive,"度を越した,過度の,極端な",「excessive」：前後の語との組合せを覚える,adjective,500,2,4,general
generic,属(genus)の,「generic」：前後の語との組合せを覚える,adjective,500,2,4,general
operational,操作上の,「operational」：前後の語との組合せを覚える,adjective,500,3,4,general
protect,"守る,保護する",「protect」：文中での品詞を意識する,verb,500,2,4,general
consolidate,"固める,を強化する",「consolidate」：TOEIC文書での用法を確認,verb,500,3,4,general
encourage,"勇気づける,励ます",「encourage」：前後の語との組合せを覚える,verb,500,2,4,general
reflect,"反射する,はね返す",「reflect」：TOEIC文書での用法を確認,verb,500,2,4,general
earn,かせぐ,「earn」：文中での品詞を意識する,verb,500,2,4,general
define,"定義する,の意味で明らかにする",「define」：前後の語との組合せを覚える,verb,500,2,4,general
amuse,"楽しませる,おかしがらせる",「amuse」：文中での品詞を意識する,verb,500,2,4,general
perform,成し遂げる,「perform」：文中での品詞を意識する,verb,500,2,4,general
repay,返す,「repay」：数値表現とセットで覚える,verb,500,2,4,finance|business
certify,"証明する,保証する,確認する",「certify」：文中での品詞を意識する,verb,500,2,4,general
multiply,"増す,ふやす",「multiply」：文中での品詞を意識する,verb,500,2,4,general
discover,"発見する,見付ける",「discover」：文中での品詞を意識する,verb,500,2,4,general
extend,"延ばす,延長する",「extend」：TOEIC文書での用法を確認,verb,500,2,4,general
detach,"引き離す,分離する,取り外す",「detach」：文中での品詞を意識する,verb,500,2,4,general
familiarize,慣れ親しませる,「familiarize」：前後の語との組合せを覚える,verb,500,3,4,general
irritate,"怒らせる,いらだたせる",「irritate」：前後の語との組合せを覚える,verb,500,2,4,general
undermine,"…の下を掘る,下に穴(トンネル)を掘る",「undermine」：TOEIC文書での用法を確認,verb,500,2,4,general
sue,"告訴する,訴える",「sue」：TOEIC文書での用法を確認,verb,500,2,4,general
compile,まとめる,「compile」：前後の語との組合せを覚える,verb,500,2,4,general
customize,注文どおりに作る,「customize」：文中での品詞を意識する,verb,500,2,4,general
diagnose,診断する,「diagnose」：TOEIC文書での用法を確認,verb,500,2,4,general
discontinue,"やめる,停止する,中止する",「discontinue」：TOEIC文書での用法を確認,verb,500,3,4,general
economize,"節約する,倹約する",「economize」：前後の語との組合せを覚える,verb,500,2,4,general
correct,"事実に合った,正しい,正確な",「correct」：前後の語との組合せを覚える,"verb, adjective",500,2,4,general
admit,"入れる,に入ることを許す",「admit」：文中での品詞を意識する,verb,500,2,4,general
relieve,"和らげる,軽減する",「relieve」：前後の語との組合せを覚える,verb,500,2,4,general
rumor,"うわさ,うわさ話,流言",「rumor」：前後の語との組合せを覚える,verb,500,2,4,general
shorten,"短くする,縮める",「shorten」：TOEIC文書での用法を確認,verb,500,2,4,general
subtract,"(…から)…を引く,減じる",「subtract」：TOEIC文書での用法を確認,verb,500,2,4,general
vend,"売る,行商する",「vend」：TOEIC文書での用法を確認,verb,500,2,4,general
inform,に知らせる,「inform」：メール・連絡表現で頻出,"verb, adjective",500,2,5,communication|business
utilize,"利用する,役立たせる",「utilize」：TOEIC文書での用法を確認,verb,500,2,4,general
dissatisfy,に不満を抱かせる,「dissatisfy」：前後の語との組合せを覚える,verb,500,2,4,general
observe,"観察する,注意して見る",「observe」：TOEIC文書での用法を確認,verb,500,2,4,general
examine,"調べる,検討する",「examine」：文中での品詞を意識する,verb,500,2,4,general
violate,"破る,犯す",「violate」：契約文書での用法を確認,"verb, adjective",500,2,5,contract|business
intend,"意図する,のつもりである",「intend」：TOEIC文書での用法を確認,verb,500,2,4,general
weaken,弱くする,「weaken」：文中での品詞を意識する,verb,500,2,4,general
slow,"遅い,のろい",「slow」：TOEIC文書での用法を確認,"verb, adjective",500,2,4,general
accrue,"生じる,発生する",「accrue」：TOEIC文書での用法を確認,verb,500,2,4,general
tidy,"きちんとした,整然とした",「tidy」：前後の語との組合せを覚える,"verb, adjective",500,2,4,general
suppress,"鎮圧する,…の活動を押える",「suppress」：文中での品詞を意識する,verb,500,2,4,general
warn,に警告する,「warn」：文中での品詞を意識する,verb,500,2,4,general
absorb,"吸収する,吸い込む",「absorb」：TOEIC文書での用法を確認,verb,500,2,4,general
administer,管理する,「administer」：前後の語との組合せを覚える,verb,500,2,4,general
excite,興奮させる,「excite」：TOEIC文書での用法を確認,verb,500,2,4,general
conform,"従って行動する(考える)・(…と)一致する,符合する・(…に)…を一致させる",「conform」：TOEIC文書での用法を確認,verb,500,2,4,general
diminish,"小さくする,減らす,少なくする",「diminish」：前後の語との組合せを覚える,verb,500,2,4,general
select,"選ぶ,選抜する,選出する",「select」：前後の語との組合せを覚える,"verb, adjective",500,2,4,general
approximate,"近似の,おおよその",「approximate」：文中での品詞を意識する,"verb, adjective",500,3,4,general
await,待つ,「await」：TOEIC文書での用法を確認,verb,500,2,4,general
accelerate,"…の速度を速める,加速する",「accelerate」：前後の語との組合せを覚える,verb,500,2,4,general
transmit,"送る,(ある人・場所・物から他へ)…を伝える,移す",「transmit」：前後の語との組合せを覚える,verb,500,2,4,general
emerge,"出てくる,現れる(appear)",「emerge」：文中での品詞を意識する,verb,500,2,4,general
disconnect,の関係を絶つ,「disconnect」：TOEIC文書での用法を確認,verb,500,2,4,general
survive,"…の後まで生きる, …より長生きする",「survive」：文中での品詞を意識する,verb,500,2,4,general
disrupt,混乱させる,「disrupt」：文中での品詞を意識する,verb,500,2,4,general
solve,"解く,解明する,解決する",「solve」：前後の語との組合せを覚える,verb,500,2,4,general
rise,増加する、上昇,「rise」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
transit,"通過,通行",「transit」：文中での品詞を意識する,"noun, verb",600,3,3,general
wallet,"紙入れ,財布",「wallet」：前後の語との組合せを覚える,noun,600,3,3,general
community,"共同会社,地域会社・共同体",「community」：文中での品詞を意識する,noun,600,3,3,general
else,"そのほかに,それ以外に",「else」：文中での品詞を意識する,noun,600,3,3,general
particular,"特にこの(あの),特定の",「particular」：TOEIC文書での用法を確認,"noun, adjective",600,3,3,general
cashier,現金出納係,「cashier」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
role,役,「role」：文中での品詞を意識する,noun,600,3,3,general
casual,"むぞうさな,さりげない(offhand)",「casual」：TOEIC文書での用法を確認,"noun, adjective",600,3,3,general
drill,"きり,ドリル,穴あけ機",「drill」：前後の語との組合せを覚える,"noun, verb",600,3,3,general
fountain,泉(spring),「fountain」：文中での品詞を意識する,noun,600,3,3,general
juice,"汁,液,ジュース",「juice」：TOEIC文書での用法を確認,noun,600,3,3,general
difference,"違い,相違点,意見などの食い違い",「difference」：前後の語との組合せを覚える,"noun, verb",600,3,3,general
action,"行動,活動",「action」：文中での品詞を意識する,noun,600,3,3,general
lane,"小道,横町,路地,いなか道",「lane」：文中での品詞を意識する,"noun, adjective",600,3,3,general
popularity,"人気,好評,流行",「popularity」：TOEIC文書での用法を確認,noun,600,3,3,general
poster,"ポスター,びら",「poster」：広告文で頻出,noun,600,3,5,advertising|business
step,"一歩,歩み",「step」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
true,"ほんとうの,真実の",「true」：前後の語との組合せを覚える,noun,600,3,3,general
retailer,小売り商人,「retailer」：販売・注文の場面で頻出,noun,600,3,5,sales|retail
draw,"引く,引っぱる",「draw」：前後の語との組合せを覚える,"noun, verb",600,3,3,general
bench,"ベンチ,長いす",「bench」：文中での品詞を意識する,"noun, verb",600,3,3,general
date,"日付,年月日",「date」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
practice,"練習,けいこ",「practice」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
model,"(…の)模型,ひな型",「model」：前後の語との組合せを覚える,"noun, verb",600,3,3,general
directory,"人名簿,住所録",「directory」：文中での品詞を意識する,"noun, adjective",600,3,3,general
raise,"上げる,持ち上げる",「raise」：前後の語との組合せを覚える,"noun, verb",600,3,3,general
disposal,"配置,配列",「disposal」：文中での品詞を意識する,noun,600,3,3,general
front,"前面,表",「front」：前後の語との組合せを覚える,"noun, verb",600,3,3,general
housekeeper,主婦,「housekeeper」：前後の語との組合せを覚える,noun,600,3,3,general
internship,インターンとしての勤務期間,「internship」：文中での品詞を意識する,noun,600,3,3,general
outside,"外側,外部,外面",「outside」：前後の語との組合せを覚える,"noun, adjective",600,3,3,general
behind,"…の後ろに,の陰に",「behind」：TOEIC文書での用法を確認,"noun, adverb",600,3,3,general
organizer,組織者,「organizer」：文中での品詞を意識する,noun,600,3,3,general
site,場所,「site」：工事・点検案内でよく使う,"noun, verb",600,3,5,facility|business
prediction,予報(予言)すること,「prediction」：文中での品詞を意識する,noun,600,3,3,general
subscriber,"予約者,定期講読者",「subscriber」：苦情・依頼対応でよく使う,noun,600,3,5,customer|business
land,"陸,陸地",「land」：前後の語との組合せを覚える,"noun, verb",600,3,3,general
booklet,"小冊子,パンフレット",「booklet」：文中での品詞を意識する,noun,600,3,3,general
claim,"要求する,請求する,を自分の物だと主張する",「claim」：文中での品詞を意識する,"noun, verb",600,3,3,general
relationship,関係、関連,「relationship」：前後の語との組合せを覚える,noun,600,4,3,general
garment,衣服,「garment」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
equity,"公平,公正,無私",「equity」：前後の語との組合せを覚える,noun,600,3,3,general
orientation,オリエンテーション,「orientation」：training sessionと関連,noun,600,3,5,training|business
death,"死,死亡",「death」：文中での品詞を意識する,noun,600,3,3,general
nice,ニース(フランス南東部の地中海に臨む港市,「nice」：前後の語との組合せを覚える,noun,600,3,3,general
outlet,"出口,はけ口",「outlet」：販売・注文の場面で頻出,noun,600,3,5,sales|retail
dividend,配当,「dividend」：数値表現とセットで覚える,noun,600,3,5,finance|business
amount,"総計(…に)なる,(…に)のぼる",「amount」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
packet,包み,「packet」：文中での品詞を意識する,"noun, verb",600,3,3,general
portfolio,"折りかばん,書類かばん",「portfolio」：前後の語との組合せを覚える,noun,600,3,3,general
plumber,"鉛管工,配管工",「plumber」：前後の語との組合せを覚える,noun,600,3,3,general
sponsorship,保証人であること,「sponsorship」：文中での品詞を意識する,noun,600,3,3,general
specification,"詳説,詳述",「specification」：前後の語との組合せを覚える,noun,600,4,3,general
regard,"みなす,考える(consider)",「regard」：文中での品詞を意識する,"noun, verb",600,3,3,general
auto,自動車、自動の,「auto」：TOEIC文書での用法を確認,noun,600,3,3,general
organization,"組織化,編成",「organization」：業務文書での用法を確認,noun,600,4,5,business
couple,2個,「couple」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
deduction,差し引き,「deduction」：文中での品詞を意識する,noun,600,3,3,general
act,行動する、行為,「act」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
range,幅,「range」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
quality,"特質,特性",「quality」：TOEIC文書での用法を確認,noun,600,3,3,general
round,"…を回って,を一周して",「round」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
hedge,生け垣,「hedge」：文中での品詞を意識する,"noun, verb",600,3,3,general
flyer,飛ぶもの,「flyer」：TOEIC文書での用法を確認,noun,600,3,3,general
franchise,"(…の)免許,一手販売権",「franchise」：文中での品詞を意識する,"noun, verb",600,3,3,general
accord,"一致する,調和する",「accord」：文中での品詞を意識する,"noun, verb",600,3,3,general
premium,"無料提供品,値引き品,おまけ",「premium」：金額・会計の文脈で頻出,noun,600,3,5,finance|business
list,"表,一覧表,目録,明細書",「list」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
wish,…であればよいのにと思う,「wish」：文中での品詞を意識する,"noun, verb",600,3,3,general
interrupt,"さえぎる,妨げる",「interrupt」：文中での品詞を意識する,"noun, verb",600,3,3,general
therefore,"それゆえ,それで",「therefore」：文中での品詞を意識する,noun,600,3,3,general
oven,"天火,かまど,オーブン",「oven」：文中での品詞を意識する,noun,600,3,3,general
wear,身につけている,「wear」：文中での品詞を意識する,"noun, verb",600,3,3,general
pant,"あえぐ,息を切らす",「pant」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
rest,"休息,休憩,休養",「rest」：文中での品詞を意識する,"noun, verb",600,3,3,general
industry,"事業,実業,生事業",「industry」：ビジネス場面の基本語,noun,600,3,5,business
refrigerator,冷蔵庫,「refrigerator」：前後の語との組合せを覚える,noun,600,4,3,general
education,教育,「education」：受講案内での用法を確認,noun,600,3,5,training|business
maturity,"成熟,円熟",「maturity」：文中での品詞を意識する,noun,600,3,3,general
measure,"寸法,分量,広さ,重さ",「measure」：文中での品詞を意識する,"noun, verb",600,3,3,general
showroom,陳列室,「showroom」：前後の語との組合せを覚える,noun,600,3,3,general
kill,"殺す,死亡させる",「kill」：文中での品詞を意識する,"noun, verb",600,3,3,general
vegetarian,"菜食主義者(道徳上または健康上の理由で魚・肉を食べず,野菜だけを食べる人)",「vegetarian」：前後の語との組合せを覚える,"noun, adjective",600,3,3,general
administrator,"為政者,行政官",「administrator」：社内人事メールでよく使う,noun,600,4,5,employment|business
economist,経済学者,「economist」：TOEIC文書での用法を確認,noun,600,3,3,general
national,国民の,「national」：TOEIC文書での用法を確認,noun,600,3,3,general
broker,"ブローカー,仲買人",「broker」：TOEIC文書での用法を確認,noun,600,3,3,general
cancellation,"まっ殺,取り消し,削除",「cancellation」：空席・日程の文脈で確認,noun,600,4,5,reservation|business
field,"野原,草地",「field」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
security,"安全,無事(safety)",「security」：建物・設備の文脈で確認,noun,600,3,5,facility|business
jet,"噴出,噴射",「jet」：文中での品詞を意識する,"noun, verb",600,3,3,general
trade,"商業,商売",「trade」：販売・注文の場面で頻出,"noun, verb",600,3,5,sales|business
risk,危険,「risk」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
trash,"価値のないもの,役に立たないもの",「trash」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
news,"報道,記事",「news」：前後の語との組合せを覚える,noun,600,3,3,general
usage,"用い方,用法",「usage」：文中での品詞を意識する,noun,600,3,3,general
vote,票,「vote」：文中での品詞を意識する,"noun, verb",600,3,3,general
windy,"風の吹く,風の強い",「windy」：TOEIC文書での用法を確認,noun,600,3,3,general
percent,"パーセント,100につき(…の割),100分(の…)%",「percent」：前後の語との組合せを覚える,"noun, adjective",600,3,3,general
focus,焦点,「focus」：前後の語との組合せを覚える,"noun, verb",600,3,3,general
stage,舞台・on stage 舞台上で・・off stage 舞台の陰で :ステージ,「stage」：前後の語との組合せを覚える,"noun, verb",600,3,3,general
ferry,"渡し船,連絡船(ferryboat),連絡船の便",「ferry」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
consumption,消費(…の)消費高(量),「consumption」：文中での品詞を意識する,noun,600,3,3,general
space,"空間,広がり",「space」：工事・点検案内でよく使う,"noun, verb",600,3,5,facility|business
variance,"変化,多様性",「variance」：文中での品詞を意識する,noun,600,3,3,general
depreciation,"下落,低落",「depreciation」：前後の語との組合せを覚える,noun,600,4,3,general
data,"資料,事実",「data」：report that節での用法を確認,noun,600,3,5,report|business
single,"たった一つ(一人)の,単独の",「single」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
address,"あて名,住所",「address」：社内外の連絡でよく使う,"noun, verb",600,3,5,communication|business
luncheon,昼食,「luncheon」：TOEIC文書での用法を確認,noun,600,3,3,general
anti,反対する人,「anti」：文中での品詞を意識する,"noun, adjective",600,3,3,general
microphone,"マイクロフォン,拡声器",「microphone」：文中での品詞を意識する,noun,600,3,3,general
chance,"偶然,偶然のでき事",「chance」：前後の語との組合せを覚える,"noun, verb",600,3,3,general
recession,景気後退,「recession」：TOEIC文書での用法を確認,noun,600,3,3,general
overview,"概観,大要",「overview」：前後の語との組合せを覚える,noun,600,3,3,general
society,"社会,世間,すべての人々",「society」：TOEIC文書での用法を確認,noun,600,3,3,general
entity,"実在するもの,実体",「entity」：TOEIC文書での用法を確認,noun,600,3,3,general
projector,"計画者,発案者",「projector」：前後の語との組合せを覚える,noun,600,3,3,general
technology,"科学技術,工業技術・科学(工業)技術的な方法(過程)・文明の環境利用",「technology」：TOEIC文書での用法を確認,noun,600,3,3,general
choice,"選択,えり好み",「choice」：前後の語との組合せを覚える,"noun, adjective",600,3,3,general
save,"救う,救援する",「save」：文中での品詞を意識する,"noun, verb",600,3,3,general
accomplishment,"完成,成就(じょうじゅ)",「accomplishment」：TOEIC文書での用法を確認,noun,600,4,3,general
common,"共通の,共同の,共有の",「common」：前後の語との組合せを覚える,"noun, adjective",600,3,3,general
culture,教養,「culture」：前後の語との組合せを覚える,"noun, verb",600,3,3,general
total,"総計の,全体の",「total」：report that節での用法を確認,"noun, verb",600,3,5,report|business
clinic,臨床講義,「clinic」：文中での品詞を意識する,noun,600,3,3,general
overhead,"頭上高く,空に",「overhead」：文中での品詞を意識する,"noun, adjective",600,3,3,general
material,"材料,原料",「material」：倉庫・配送語彙とセットで,"noun, adjective",600,3,5,logistics|business
limit,"限界,",「limit」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
jog,軽く揺り動かす,「jog」：文中での品詞を意識する,"noun, verb",600,3,3,general
commodity,"日用品,必需品",「commodity」：前後の語との組合せを覚える,noun,600,3,3,general
leisure,"暇,余暇",「leisure」：TOEIC文書での用法を確認,noun,600,3,3,general
due,"支払われるべき,支払期日が来ている,満期の",「due」：TOEIC文書での用法を確認,"noun, adverb",600,3,3,general
nap,"ひと眠り,昼寝",「nap」：前後の語との組合せを覚える,"noun, verb",600,3,3,general
wrong,"正しくない,間違っている,誤った",「wrong」：文中での品詞を意識する,"noun, verb",600,3,3,general
aggregate,集める,「aggregate」：文中での品詞を意識する,"noun, verb",600,3,3,general
effort,"努力,骨折り",「effort」：前後の語との組合せを覚える,noun,600,3,3,general
sender,"発送人,送り主,差し出し人",「sender」：文中での品詞を意識する,noun,600,3,3,general
attention,"注意,注意力",「attention」：TOEIC文書での用法を確認,noun,600,3,3,general
valuation,"評価,見積り",「valuation」：TOEIC文書での用法を確認,noun,600,3,3,general
upon,…の上に,「upon」：TOEIC文書での用法を確認,noun,600,3,3,general
vacuum,真空,「vacuum」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
fiscal,国庫の,「fiscal」：文中での品詞を意識する,"noun, adjective",600,3,3,general
wireless,"無線,無線電信",「wireless」：前後の語との組合せを覚える,"noun, verb",600,3,3,general
yearly,年1回の,「yearly」：文中での品詞を意識する,"noun, adjective",600,3,3,general
lie,"横たわる,横になる",「lie」：文中での品詞を意識する,"noun, verb",600,3,3,general
pick,"選ぶ,選び取る",「pick」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
appreciation,"正しく認識すること,(…の)識別,評価",「appreciation」：TOEIC文書での用法を確認,noun,600,4,3,general
default,"不履行,怠慢",「default」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
cargo,"積荷,貨物",「cargo」：荷物追跡表現とセットで,noun,600,3,5,shipping|business
personal,"一個人の,個人的",「personal」：TOEIC文書での用法を確認,"noun, adjective",600,3,3,general
ground,"地面,地表",「ground」：前後の語との組合せを覚える,"noun, verb",600,3,3,general
calculation,"見積もり,算定",「calculation」：TOEIC文書での用法を確認,noun,600,3,3,general
subsidiary,子会社、補助的な,「subsidiary」：前後の語との組合せを覚える,"noun, adjective",600,3,3,general
exemption,免除,「exemption」：文中での品詞を意識する,noun,600,3,3,general
allocation,配分、割り当て,「allocation」：前後の語との組合せを覚える,noun,600,3,3,general
laundry,洗濯,「laundry」：前後の語との組合せを覚える,noun,600,3,3,general
mandatory,強制的な,「mandatory」：前後の語との組合せを覚える,"noun, adjective",600,3,3,general
fine,罰金、申し分のない,「fine」：前後の語との組合せを覚える,"noun, verb",600,3,3,general
mechanical,"機械の,道具の",「mechanical」：文中での品詞を意識する,"noun, adjective",600,3,3,general
volatility,変動性,「volatility」：前後の語との組合せを覚える,noun,600,3,3,general
pharmacy,薬学,「pharmacy」：TOEIC文書での用法を確認,noun,600,3,3,general
former,"かつての,以前の",「former」：TOEIC文書での用法を確認,"noun, adjective",600,3,3,general
quarterly,"年4回の,3か月ごとの",「quarterly」：前後の語との組合せを覚える,"noun, adjective",600,3,3,general
deviation,"外れること,(…からの)脱線,逸脱",「deviation」：文中での品詞を意識する,noun,600,3,3,general
sport,"スポーツ,運動競技",「sport」：前後の語との組合せを覚える,"noun, verb",600,3,3,general
receivable,"受け取りうる,受け取っていい",「receivable」：TOEIC文書での用法を確認,"noun, adjective",600,3,3,general
scholarship,奨学金,「scholarship」：TOEIC文書での用法を確認,noun,600,3,3,general
equilibrium,"釣り合い,均衡",「equilibrium」：文中での品詞を意識する,noun,600,3,3,general
seeker,"追求者,探求者",「seeker」：TOEIC文書での用法を確認,noun,600,3,3,general
voice,声,「voice」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
piece,"部分,断片,破片",「piece」：文中での品詞を意識する,"noun, verb",600,3,3,general
towel,"タオル,手ぬぐい,手ふき",「towel」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
creditor,"債権者,貸し主",「creditor」：前後の語との組合せを覚える,noun,600,3,3,general
derivative,"派生した,由来した",「derivative」：文中での品詞を意識する,"noun, adjective",600,3,3,general
president,米国大統領,「president」：社内外の説明でよく使う,noun,600,3,5,business
apology,"わび,謝罪",「apology」：社内外の連絡でよく使う,noun,600,3,5,communication|business
surplus,"余り,余剰",「surplus」：TOEIC文書での用法を確認,"noun, adjective",600,3,3,general
automatic,"自動の,自動装置(機械)の",「automatic」：文中での品詞を意識する,"noun, adjective",600,3,3,general
annuity,"年金,年賦金",「annuity」：TOEIC文書での用法を確認,noun,600,3,3,general
boardroom,重役会議室,「boardroom」：TOEIC文書での用法を確認,noun,600,3,3,general
knowledge,"知識,精通,認識,理解",「knowledge」：文中での品詞を意識する,noun,600,3,3,general
carpenter,大工(だいく),「carpenter」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
disclosure,"露見,暴露",「disclosure」：前後の語との組合せを覚える,noun,600,3,3,general
laugh,笑う,「laugh」：前後の語との組合せを覚える,"noun, verb",600,3,3,general
caterer,"料理の仕出し屋,まかない人",「caterer」：前後の語との組合せを覚える,noun,600,3,3,general
regime,政治体制,「regime」：TOEIC文書での用法を確認,noun,600,3,3,general
source,"水源,源",「source」：TOEIC文書での用法を確認,noun,600,3,3,general
consultation,"相談,協議",「consultation」：TOEIC文書での用法を確認,noun,600,4,3,general
leverage,てこの作用(力),「leverage」：前後の語との組合せを覚える,noun,600,3,3,general
simply,"簡単に,分かり易く",「simply」：前後の語との組合せを覚える,adverb,600,3,3,general
bank,"土手,堤",「bank」：前後の語との組合せを覚える,"noun, verb",600,3,3,general
firm,"堅い,堅固な,引き締まった",「firm」：前後の語との組合せを覚える,"noun, verb",600,3,3,general
hardware,"金物類,鉄器類",「hardware」：機器の説明・点検で頻出,noun,600,3,5,equipment|business
cell,独房,「cell」：文中での品詞を意識する,noun,600,3,3,general
malfunction,"機能不全,不調",「malfunction」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
article,"(…についての)記事,論説",「article」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
attack,"襲う,攻撃する",「attack」：文中での品詞を意識する,"noun, verb",600,3,3,general
patience,"忍耐,忍耐力,しんぼう",「patience」：前後の語との組合せを覚える,noun,600,3,3,general
postcard,郵便はがき,「postcard」：TOEIC文書での用法を確認,noun,600,3,3,general
surprise,"驚かす,びっくりさせる",「surprise」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
parliament,"議会,国会",「parliament」：前後の語との組合せを覚える,noun,600,3,3,general
feature,顔の造作の一つ(目・耳・鼻・口など),「feature」：前後の語との組合せを覚える,"noun, verb",600,3,3,general
factor,"要因,(…を生み出す)要素",「factor」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
coalition,"(…間の)連立,提携",「coalition」：文中での品詞を意識する,noun,600,3,3,general
revision,改正(改訂)校閲,「revision」：文中での品詞を意識する,noun,600,3,3,general
strictly,"厳格に,厳重に",「strictly」：前後の語との組合せを覚える,adverb,600,3,3,general
affect,…に影響する,「affect」：文中での品詞を意識する,"noun, verb",600,3,3,general
beta,ベータ(ギリシア語アルファベットの第2文字,「beta」：前後の語との組合せを覚える,noun,600,3,3,general
drop,"したたる,垂れる",「drop」：文中での品詞を意識する,"noun, verb",600,3,3,general
tray,"浅いへりのついた平たい容器,(料理などを運んだり盛ったりするための)盆,皿",「tray」：前後の語との組合せを覚える,noun,600,3,3,general
lender,貸す人,「lender」：前後の語との組合せを覚える,noun,600,3,3,general
vendor,"売る人,行商人",「vendor」：販売・注文の場面で頻出,noun,600,3,5,sales|business
official,"公務の,職務の",「official」：前後の語との組合せを覚える,"noun, adjective",600,3,3,general
gross,"全体の,総計の(entire)",「gross」：TOEIC文書での用法を確認,noun,600,3,3,general
withdrawal,"引っ込めること,引っ込むこと,退くこと",「withdrawal」：前後の語との組合せを覚える,noun,600,3,3,general
anytime,いつでも(at any time),「anytime」：前後の語との組合せを覚える,adverb,600,3,3,general
miss,未婚婦人,「miss」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
badge,"記章,バッジ",「badge」：前後の語との組合せを覚える,noun,600,3,3,general
stockholder,株主,「stockholder」：前後の語との組合せを覚える,noun,600,3,3,general
brake,"ブレーキ,制動機,歯止め",「brake」：前後の語との組合せを覚える,"noun, verb",600,3,3,general
private,"私的な,個人的な",「private」：文中での品詞を意識する,"noun, adjective",600,3,3,general
pause,"小休止,中断,休息",「pause」：文中での品詞を意識する,"noun, verb",600,3,3,general
everyone,"すべての人,万人,だれでもみな",「everyone」：前後の語との組合せを覚える,noun,600,3,3,general
fraud,"詐欺,ごまかし",「fraud」：文中での品詞を意識する,noun,600,3,3,general
coordinator,調和させる人(物),「coordinator」：文中での品詞を意識する,noun,600,3,3,general
worry,"心配する,くよくよする",「worry」：TOEIC文書での用法を確認,"noun, verb",600,3,3,general
regulator,取り締まり人,「regulator」：TOEIC文書での用法を確認,noun,600,3,3,general
excursion,"小旅行,遠足",「excursion」：TOEIC文書での用法を確認,noun,600,3,3,general
opinion,"意見,見解所信",「opinion」：TOEIC文書での用法を確認,noun,600,3,3,general
inexperience,"経験のないこと,未熟,不慣れ",「inexperience」：前後の語との組合せを覚える,noun,600,4,3,general
par,"同等,同価,同水準,同程度",「par」：文中での品詞を意識する,"noun, adjective",600,3,3,general
swap,"交換,取り換え",「swap」：文中での品詞を意識する,"noun, verb",600,3,3,general
inside,"内部,内側",「inside」：TOEIC文書での用法を確認,"noun, adjective",600,3,3,general
librarian,"司書,図書館員,図書係",「librarian」：TOEIC文書での用法を確認,noun,600,3,3,general
bankruptcy,"破産,倒産",「bankruptcy」：TOEIC文書での用法を確認,noun,600,3,3,general
meantime,その間に,「meantime」：TOEIC文書での用法を確認,"noun, adverb",600,3,3,general
